token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
ad	ad	_	_	_	_	_	_	2	PRE
perditionis	perditio	_	Sing	_	_	Gen	_	_	NOMcom
meae	meus	_	Sing	_	_	Gen	Fem	_	PROpos
cumulum	cumulus	_	Sing	_	_	Acc	_	_	NOMcom
Massiliae	Massilia	_	Sing	_	_	Gen	_	_	NOMpro
applicuisti	applico	_	Sing	2	Ind|Perf|Act	_	_	_	VER
Cur	cur	_	_	_	_	_	_	_	ADVint
infelix	infelix	Pos	Sing	_	_	Nom	Com	_	ADJqua
admonitione	admonitio	_	Sing	_	_	Abl	_	_	NOMcom
tua	tuus	_	Sing	_	_	Abl	Fem	_	PROpos
hoc	hic	_	Sing	_	_	Acc	Neut	1	PROdem
iter	iter	_	Sing	_	_	Acc	_	_	NOMcom
arripui	arripio	_	Sing	1	Ind|Perf|Act	_	_	_	VER

Petiistine	peto界ne	_	Sing	2	Ind|Perf|Act	_	_	_	VER
Deum	deus	_	Sing	_	_	Acc	_	_	NOMcom
ut	ut	_	_	_	_	_	_	4	CONsub
mulier	mulier	_	Sing	_	_	Nom	_	_	NOMcom
mea	meus	_	Sing	_	_	Nom	Fem	_	PROpos
hac	hic	_	Sing	_	_	Abl	Fem	1	PROdem
de	de	_	_	_	_	_	_	_	PRE
causa	causa	_	Sing	_	_	Abl	_	_	NOMcom
conciperet	concipio	_	Sing	3	Sub|Impa|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
periret	pereo	_	Sing	3	Sub|Impa|Act	_	_	1	VER

Ecce	ecce	_	_	_	_	_	_	_	INJ
enim	enim	_	_	_	_	_	_	2	CONcoo
concepit	concipio	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
pariendo	pario	_	Sing	_	Ger|_|Act	Abl	_	2	VER
mortem	mors	_	Sing	_	_	Acc	_	_	NOMcom
subiit	subeo	_	Sing	3	Ind|Perf|Act	_	_	1	VER

Conceptus	concipio	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
natus	natus	_	Sing	_	_	Nom	_	1	NOMcom
ut	ut	_	_	_	_	_	_	4	CONsub
pereat	pereo	_	Sing	3	Sub|Pres|Act	_	_	1	VER
cum	cum	_	_	_	_	_	_	3	CONsub
non	non	_	_	_	_	_	_	_	ADVneg
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
enutriat	enutrio	_	Sing	3	Sub|Pres|Act	_	_	_	VER

Ecce	ecce	_	_	_	_	_	_	_	INJ
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
prece	prex	_	Sing	_	_	Abl	_	_	NOMcom
tua	tuus	_	Sing	_	_	Abl	Fem	_	PROpos
obtinui	obtineo	_	Sing	1	Ind|Perf|Act	_	_	_	VER
tibi	tu	_	Sing	_	_	Dat	_	_	PROper
enim	enim	_	_	_	_	_	_	2	CONcoo
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
mea	meus	_	Plur	_	_	Acc	Neut	_	PROpos
commendaui	commendo	_	Sing	1	Ind|Perf|Act	_	_	_	VER
Deoque	deus界que	_	Sing	_	_	Dat	_	_	NOMcom
tuo	tuus	_	Sing	_	_	Dat	MascNeut	_	PROpos
commendo	commendo	_	Sing	1	Ind|Pres|Act	_	_	_	VER

Si	si	_	_	_	_	_	_	2	CONsub
potens	potens	Pos	Sing	_	_	Nom	Com	_	ADJqua
es	sum	_	Sing	2	Ind|Pres|Act	_	_	1	VER
memor	memor	Pos	Sing	_	_	Nom	Com	_	ADJqua
sis	sum	_	Sing	2	Sub|Pres|Act	_	_	1	VER
animae	anima	_	Sing	_	_	Gen	_	_	NOMcom
matris	mater	_	Sing	_	_	Gen	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
prece	prex	_	Sing	_	_	Abl	_	_	NOMcom
tua	tuus	_	Sing	_	_	Abl	Fem	_	PROpos
misereatur	misereor	_	Sing	3	Sub|Pres|Dep	_	_	_	VER
ne	ne	_	_	_	_	_	_	4	CONsub
pereat	pereo	_	Sing	3	Sub|Pres|Act	_	_	1	VER
natus	natus	_	Sing	_	_	Nom	_	1	NOMcom

Tunc	tunc	Pos	_	_	_	_	_	_	ADV
chlamyde	chlamys	_	Sing	_	_	Abl	_	_	NOMcom
sua	suus	_	Sing	_	_	Abl	Fem	_	PROpos.ref
corpus	corpus	_	Sing	_	_	Acc	_	_	NOMcom
cum	cum	_	_	_	_	_	_	2	PRE
puero	puer	_	Sing	_	_	Abl	_	_	NOMcom
circumquaque	circumquaque	_	_	_	_	_	_	_	ADV
operuit	operio	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
postmodum	postmodum	Pos	_	_	_	_	_	_	ADV
nauem	nauis	_	Sing	_	_	Acc	_	_	NOMcom
conscendit	conscendo	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Cumque	cum界que	_	_	_	_	_	_	3	CONsub
ad	ad	_	_	_	_	_	_	2	PRE
Petrum	Petrus	_	Sing	_	_	Acc	_	_	NOMpro
uenisset	uenio	_	Sing	3	Sub|Pqp|Act	_	_	_	VER
Petrus	Petrus	_	Sing	_	_	Nom	_	_	NOMpro
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
obuius	obuius	Pos	Sing	_	_	Nom	Masc	_	ADJqua
fuit	sum	_	Sing	3	Ind|Perf|Act	_	_	1	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
uiso	uideo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
signo	signum	_	Sing	_	_	Abl	_	_	NOMcom
crucis	crux	_	Sing	_	_	Gen	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
umero	humerus	_	Sing	_	_	Abl	_	_	NOMcom
suo	suus	_	Sing	_	_	Abl	Masc	_	PROpos.ref
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
esset	sum	_	Sing	3	Sub|Impa|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
unde	unde	_	_	_	_	_	_	1	ADVrel
ueniret	uenio	_	Sing	3	Sub|Impa|Act	_	_	_	VER
sciscitatus	sciscitor	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER

Qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
per	per	_	_	_	_	_	_	_	PRE
ordinem	ordo	_	Sing	_	_	Acc	_	_	NOMcom
narrauit	narro	_	Sing	3	Ind|Perf|Act	_	_	_	VER
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
Petrus	Petrus	_	Sing	_	_	Nom	_	_	NOMpro

Pax	pax	_	Sing	_	_	Nom	_	_	NOMcom
tibi	tu	_	Sing	_	_	Dat	_	_	PROper
fiat	fio	_	Sing	3	Sub|Pres|Act	_	_	_	VER
bene	bene	Pos	_	_	_	_	_	_	ADV
uenisti	uenio	_	Sing	2	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
utili	utilis	Pos	Sing	_	_	Abl	Com	_	ADJqua
consilio	consilium	_	Sing	_	_	Abl	_	_	NOMcom
credidisti	credo	_	Sing	2	Ind|Perf|Act	_	_	_	VER

Nec	nec	_	_	_	_	_	_	2	CONcoo
moleste	moleste	Pos	_	_	_	_	_	_	ADV
feras	fero	_	Sing	2	Sub|Pres|Act	_	_	_	VER
si	si	_	_	_	_	_	_	2	CONsub
mulier	mulier	_	Sing	_	_	Nom	_	_	NOMcom
tua	tuus	_	Sing	_	_	Nom	Fem	_	PROpos
dormit	dormio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
si	si	_	_	_	_	_	_	2	CONsub
paruulus	paruulus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
cum	cum	_	_	_	_	_	_	2	PRE
ea	is	_	Plur	_	_	Abl	Fem	_	PROdem
quiescit	quiesco	_	Sing	3	Ind|Pres|Act	_	_	_	VER

Potens	potens	Pos	Sing	_	_	Nom	Com	_	ADJqua
enim	enim	_	_	_	_	_	_	2	CONcoo
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
Dominus	dominus	_	Sing	_	_	Nom	_	_	NOMcom
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
uult	uolo	_	Sing	3	Ind|Pres|Act	_	_	3	VER
dona	donum	_	Plur	_	_	Acc	_	_	NOMcom
dare	do	_	_	_	Inf|Pres|Act	_	_	_	VER
data	do	_	Plur	_	Par|Perf|Pass	Acc	Neut	_	VER
auferre	aufero	_	_	_	Inf|Pres|Act	_	_	_	VER
ablata	aufero	_	Plur	_	Par|Perf|Pass	Acc	Neut	_	VER
restituere	restituo	_	_	_	Inf|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
maerorem	maeror	_	Sing	_	_	Acc	_	_	NOMcom
tuum	tuus	_	Sing	_	_	Acc	MascNeut	_	PROpos
in	in	_	_	_	_	_	_	_	PRE
gaudium	gaudium	_	Sing	_	_	Acc	_	_	NOMcom
commutare	commuto	_	_	_	Inf|Pres|Act	_	_	2	VER

Petrus	Petrus	_	Sing	_	_	Nom	_	_	NOMpro
autem	autem	_	_	_	_	_	_	_	CONcoo
ipsum	ipse	_	Sing	_	_	Acc	Masc	_	PROdem
in	in	_	_	_	_	_	_	_	PRE
Hierosolymam	Hierosolyma	_	Sing	_	_	Acc	_	_	NOMpro
duxit	duco	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
loca	locus	_	Plur	_	_	Acc	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
quibus	qui	_	Plur	_	_	Abl	Com	1	PROrel
Christus	Christus	_	Sing	_	_	Nom	_	_	NOMpro
praedicauit	praedico	_	Sing	3	Ind|Perf|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
miracula	miraculum	_	Plur	_	_	Acc	_	_	NOMcom
fecit	facio	_	Sing	3	Ind|Perf|Act	_	_	_	VER
locum	locus	_	Sing	_	_	Acc	_	_	NOMcom
etiam	etiam	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
quo	qui	_	Sing	_	_	Abl	Neut	1	PROrel
passus	patior	_	Sing	_	Par|Perf|Dep	Nom	Masc	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
in	in	_	_	_	_	_	_	_	PRE
quo	qui	_	Sing	_	_	Abl	Masc	1	PROrel
caelos	caelum	_	Plur	_	_	Acc	_	1	NOMcom
adscendit	ascendo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
eidem	idem	_	Sing	_	_	Dat	Masc	_	PROdem
ostendit	ostendo	_	Sing	3	Ind|Pres|Act	_	_	_	VER

Cumque	cum界que	_	_	_	_	_	_	3	CONsub
de	de	_	_	_	_	_	_	_	PRE
fide	fides	_	Sing	_	_	Abl	_	2	NOMcom
fuisset	sum	_	Sing	3	Sub|Pqp|Act	_	_	1	VER
instructus	instruo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
diligenter	diligenter	Pos	_	_	_	_	_	_	ADV
a	ab	_	_	_	_	_	_	_	PRE
Petro	Petrus	_	Sing	_	_	Abl	_	_	NOMpro
biennii	biennium	_	Sing	_	_	Gen	_	_	NOMcom
spatio	spatium	_	Sing	_	_	Abl	_	_	NOMcom
iam	iam	Pos	_	_	_	_	_	_	ADV
elapso	elabor	_	Sing	_	Par|Perf|Dep	Abl	MascNeut	2	VER
nauem	nauis	_	Sing	_	_	Acc	_	_	NOMcom
adscendit	ascendo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
repatriare	repatrio	_	_	_	Inf|Pres|Act	_	_	_	VER
curans	curo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER

Cum	cum	_	_	_	_	_	_	3	CONsub
igitur	igitur	_	_	_	_	_	_	_	CONcoo
nauigarent	nauigo	_	Plur	3	Sub|Impa|Act	_	_	_	VER
Domino	dominus	_	Sing	_	_	Abl	_	_	NOMcom
disponente	dispono	_	Sing	_	Par|Pres|Act	Abl	Com	_	VER
iuxta	iuxta	_	_	_	_	_	_	2	PRE
collem	collis	_	Sing	_	_	Acc	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
corpus	corpus	_	Sing	_	_	Nom	_	_	NOMcom
uxoris	uxor	_	Sing	_	_	Gen	_	_	NOMcom
cum	cum	_	_	_	_	_	_	2	PRE
puero	puer	_	Sing	_	_	Abl	_	_	NOMcom
positum	pono	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER
fuerat	sum	_	Sing	3	Ind|Pqp|Act	_	_	1	VER
peruenerunt	peruenio	_	Plur	3	Ind|Perf|Act	_	_	_	VER

Qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
prece	prex	_	Sing	_	_	Abl	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
pretio	pretium	_	Sing	_	_	Abl	_	_	NOMcom
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
ibi	ibi	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
applicandum	applico	_	Sing	_	Ger|_|Act	Acc	_	_	VER
induxit	induco	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Puerulus	puerulus	_	Sing	_	_	Nom	_	_	ADJqua
autem	autem	_	_	_	_	_	_	_	CONcoo
ibidem	ibidem	Pos	_	_	_	_	_	_	ADV
a	ab	_	_	_	_	_	_	_	PRE
Maria	Maria	_	Sing	_	_	Abl	_	_	NOMpro
Magdalena	Magdalene	_	Sing	_	_	Abl	_	_	NOMpro
incolumis	incolumis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
conseruatus	conseruo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
frequenter	frequenter	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
litus	litus	_	Sing	_	_	Acc	_	_	NOMcom
maris	mare	_	Sing	_	_	Gen	_	_	NOMcom
procedebat	procedo	_	Sing	3	Ind|Impa|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
ibidem	ibidem	Pos	_	_	_	_	_	_	ADV
ut	ut	_	_	_	_	_	_	1	ADVrel
puerorum	puer	_	Plur	_	_	Gen	_	_	NOMcom
moris	mos	_	Sing	_	_	Gen	_	_	NOMcom
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
cum	cum	_	_	_	_	_	_	2	PRE
lapillis	lapillus	_	Plur	_	_	Abl	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
glareis	glarea	_	Plur	_	_	Abl	_	_	NOMcom
ludere	ludo	_	_	_	Inf|Pres|Act	_	_	_	VER
solitus	soleo	_	Sing	_	Par|Perf|SemDep	Nom	Masc	_	VER
erat	sum	_	Sing	3	Ind|Impa|Act	_	_	1	VER

Et	et	_	_	_	_	_	_	2	CONcoo
cum	cum	_	_	_	_	_	_	3	CONsub
applicuisset	applico	_	Sing	3	Sub|Pqp|Act	_	_	_	VER
uidit	uideo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
puerulum	puerulus	_	Sing	_	_	Acc	_	_	NOMcom
more	mos	_	Sing	_	_	Abl	_	_	NOMcom
solito	solitus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
in	in	_	_	_	_	_	_	_	PRE
litore	litus	_	Sing	_	_	Abl	_	_	NOMcom
maris	mare	_	Sing	_	_	Gen	_	_	NOMcom
cum	cum	_	_	_	_	_	_	2	PRE
lapillis	lapillus	_	Plur	_	_	Abl	_	_	NOMcom
ludentem	ludo	_	Sing	_	Par|Pres|Act	Acc	MascFem	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
quid	quis	_	Sing	_	_	Nom	Neut	1	PROint
esset	sum	_	Sing	3	Sub|Impa|Act	_	_	1	VER
admirari	admiror	_	_	_	Inf|Pres|Pass	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
desinens	desino	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
de	de	_	_	_	_	_	_	_	PRE
scapha	scapha	_	Sing	_	_	Abl	_	_	NOMcom
exsiliit	exsilio	_	Sing	3	Ind|Perf|Act	_	_	_	VER

Quem	qui	_	Sing	_	_	Acc	Masc	1	PROint
uidens	uideo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
paruulus	paruulus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
cum	cum	_	_	_	_	_	_	3	CONsub
numquam	numquam	_	_	_	_	_	_	_	ADVneg
tale	talis	_	Sing	_	_	Acc	Neut	_	PROdem
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
uidisset	uideo	_	Sing	3	Sub|Pqp|Act	_	_	_	VER
expauit	expauesco	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
ad	ad	_	_	_	_	_	_	2	PRE
solita	solitus	_	Plur	_	_	Acc	Neut	_	ADJqua
matris	mater	_	Sing	_	_	Gen	_	_	NOMcom
recurrens	recurro	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
ubera	uber	_	Plur	_	_	Acc	_	1	NOMcom
occulte	occulte	Pos	_	_	_	_	_	_	ADV
sub	sub	_	_	_	_	_	_	_	PRE
chlamyde	chlamys	_	Sing	_	_	Abl	_	_	NOMcom
latitabat	latito	_	Sing	3	Ind|Impa|Act	_	_	1	VER

Peregrinus	peregrinus	_	Sing	_	_	Nom	_	1	NOMcom
uero	uero	_	_	_	_	_	_	4	CONcoo
ut	ut	_	_	_	_	_	_	4	CONsub
manifestius	manifeste	Comp	_	_	_	_	_	_	ADV
uideret	uideo	_	Sing	3	Sub|Impa|Act	_	_	_	VER
illuc	illuc	Pos	_	_	_	_	_	_	ADV
accessit	accedo	_	Sing	3	Ind|Perf|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
puerulum	puerulus	_	Sing	_	_	Acc	_	_	NOMcom
pulcherrimum	pulcher	Sup	Sing	_	_	Acc	MascNeut	_	ADJqua
matris	mater	_	Sing	_	_	Gen	_	_	NOMcom
ubera	uber	_	Plur	_	_	Acc	_	1	NOMcom
sugentem	sugo	_	Sing	_	Par|Pres|Act	Acc	MascFem	_	VER
inuenit	inuenio	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
accipiens	accipio	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
puerum	puer	_	Sing	_	_	Acc	_	_	NOMcom
ait	aio	_	Sing	3	Ind|Pres|Act	_	_	_	VER

0	oh	_	_	_	_	_	_	_	INJ
beata	beatus	Pos	Sing	_	_	Voc	Fem	_	ADJqua
Maria	Maria	_	Sing	_	_	Voc	_	_	NOMpro
Magdalena	Magdalene	_	Sing	_	_	Voc	_	_	NOMpro
quam	quam	_	_	_	_	_	_	2	ADVint
felix	felix	Pos	Sing	_	_	Nom	Com	_	ADJqua
essem	sum	_	Sing	1	Sub|Impa|Act	_	_	1	VER
quam	quam	_	Sing	_	_	Acc	Fem	2	ADVint
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
cuncta	cunctus	Pos	Plur	_	_	Nom	Neut	_	ADJqua
prospera	prosper	Pos	Plur	_	_	Nom	Neut	_	ADJqua
aduenissent	aduenio	_	Plur	3	Sub|Pqp|Act	_	_	_	VER
si	si	_	_	_	_	_	_	2	CONsub
mulier	mulier	_	Sing	_	_	Nom	_	_	NOMcom
respiraret	respiro	_	Sing	3	Sub|Impa|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
mecum	ego界cum	_	Sing	_	_	Abl	_	_	PROper
repatriare	repatrio	_	_	_	Inf|Pres|Act	_	_	_	VER
ualeret	ualeo	_	Sing	3	Sub|Impa|Act	_	_	_	VER

Scio	scio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
equidem	equidem	Pos	_	_	_	_	_	_	ADV
scio	scio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
procul	procul	Pos	_	_	_	_	_	_	ADV
dubio	dubium	_	Sing	_	_	Abl	_	_	NOMcom
credo	credo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
quod	quod	_	_	_	_	_	_	2	CONsub
tu	tu	_	Sing	_	_	Nom	_	_	PROper
quae	qui	_	Sing	_	_	Nom	Fem	1	PROrel
puerum	puer	_	Sing	_	_	Acc	_	_	NOMcom
dedisti	do	_	Sing	2	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
in	in	_	_	_	_	_	_	_	PRE
hac	hic	_	Sing	_	_	Abl	Fem	1	PROdem
rupe	rupes	_	Sing	_	_	Abl	_	_	NOMcom
per	per	_	_	_	_	_	_	_	PRE
biennium	biennium	_	Sing	_	_	Acc	_	_	NOMcom
pauisti	pasco	_	Sing	2	Ind|Perf|Act	_	_	_	VER
poteris	possum	_	Sing	2	Ind|Fut|Act	_	_	1	VER
matrem	mater	_	Sing	_	_	Acc	_	_	NOMcom
suam	suus	_	Sing	_	_	Acc	Fem	_	PROpos.ref
prece	prex	_	Sing	_	_	Abl	_	_	NOMcom
tua	tuus	_	Sing	_	_	Abl	Fem	_	PROpos
pristinae	pristinus	Pos	Sing	_	_	Dat	Fem	_	ADJqua
restituere	restituo	_	_	_	Inf|Pres|Act	_	_	_	VER
sanitati	sanitas	_	Sing	_	_	Dat	_	_	NOMcom

Ad	ad	_	_	_	_	_	_	2	PRE
haec	hic	_	Plur	_	_	Acc	Neut	1	PROdem
uerba	uerbum	_	Plur	_	_	Acc	_	_	NOMcom
mulier	mulier	_	Sing	_	_	Nom	_	_	NOMcom
respirauit	respiro	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
quasi	quasi	_	_	_	_	_	_	1	ADVrel
a	ab	_	_	_	_	_	_	_	PRE
somno	somnus	_	Sing	_	_	Abl	_	_	NOMcom
euigilans	euigilo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
ait	aio	_	Sing	3	Ind|Pres|Act	_	_	_	VER

Magni	magnus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
meriti	meritum	_	Sing	_	_	Gen	_	_	NOMcom
es	sum	_	Sing	2	Ind|Pres|Act	_	_	1	VER
beata	beatus	Pos	Sing	_	_	Voc	Fem	_	ADJqua
Maria	Maria	_	Sing	_	_	Voc	_	_	NOMpro
Magdalena	Magdalene	_	Sing	_	_	Voc	_	_	NOMpro
et	et	_	_	_	_	_	_	2	CONcoo
gloriosa	gloriosus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
quae	qui	_	Sing	_	_	Nom	Fem	1	PROrel
in	in	_	_	_	_	_	_	_	PRE
partus	partus	_	Sing	_	_	Gen	_	1	NOMcom
mei	meus	_	Sing	_	_	Gen	MascNeut	_	PROpos
pressuris	pressura	_	Plur	_	_	Abl	_	_	NOMcom
obstetricis	obstetrix	_	Sing	_	_	Gen	_	_	NOMcom
impleuisti	impleo	_	Sing	2	Ind|Perf|Act	_	_	_	VER
officium	officium	_	Sing	_	_	Acc	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
in	in	_	_	_	_	_	_	_	PRE
omnibus	omnis	_	Plur	_	_	Abl	Com	_	PROind
necessitatibus	necessitas	_	Plur	_	_	Abl	_	_	NOMcom
ancillae	ancilla	_	Sing	_	_	Gen	_	_	NOMcom
seruitium	seruitium	_	Sing	_	_	Acc	_	_	NOMcom
explesti	expleo	_	Sing	2	Ind|Perf|Act	_	_	_	VER

Quo	qui	_	Sing	_	_	Abl	Neut	1	PROrel
audito	audio	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
peregrinus	peregrinus	_	Sing	_	_	Nom	_	1	NOMcom
admirans	admiror	_	Sing	_	Par|Pres|Dep	Nom	Com	_	VER
ait	aio	_	Sing	3	Ind|Pres|Act	_	_	_	VER

Uiuisne	uiuo	_	Sing	2	Ind|Pres|Act	_	_	_	VER
{Uiuisne}	ne	_	_	_	_	_	_	2	ADVint
uxor	uxor	_	Sing	_	_	Voc	_	_	NOMcom
mea	meus	_	Sing	_	_	Voc	Fem	_	PROpos
dilecta	dilectus	Pos	Sing	_	_	Voc	Fem	2	ADJqua

Cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
illa	ille	_	Sing	_	_	Nom	Fem	_	PROdem

Uiuo	uiuo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
equidem	equidem	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
nunc	nunc	Pos	_	_	_	_	_	_	ADV
primo	primus	Sup	_	_	_	_	_	_	ADJadv.ord
de	de	_	_	_	_	_	_	_	PRE
peregrinatione	peregrinatio	_	Sing	_	_	Abl	_	_	NOMcom
de	de	_	_	_	_	_	_	_	PRE
qua	qui	_	Sing	_	_	Abl	Fem	1	PROrel
et	et	Pos	_	_	_	_	_	1	ADV
tu	tu	_	Sing	_	_	Nom	_	_	PROper
uenisti	uenio	_	Sing	2	Ind|Perf|Act	_	_	_	VER
uenio	uenio	_	Sing	1	Ind|Pres|Act	_	_	_	VER

Et	et	_	_	_	_	_	_	2	CONcoo
sicut	sicut	_	_	_	_	_	_	1	ADVrel
beatus	beatus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
Petrus	Petrus	_	Sing	_	_	Nom	_	_	NOMpro
te	tu	_	Sing	_	_	Acc	_	_	PROper
Hierosolymam	Hierosolyma	_	Sing	_	_	Acc	_	_	NOMpro
duxit	duco	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
loca	locus	_	Plur	_	_	Acc	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
quibus	qui	_	Plur	_	_	Abl	Com	1	PROrel
Christus	Christus	_	Sing	_	_	Nom	_	_	NOMpro
passus	patior	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
mortuus	morior	_	Sing	_	Par|Perf|Dep	Nom	Masc	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
sepultus	sepelio	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
alia	alius	_	Plur	_	_	Acc	Neut	_	PROind
plura	multus	Comp	Plur	_	_	Acc	Neut	_	ADJqua
loca	locus	_	Plur	_	_	Acc	_	_	NOMcom
ostendit	ostendo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
sic	sic	Pos	_	_	_	_	_	_	ADV
et	et	Pos	_	_	_	_	_	1	ADV
ego	ego	_	Sing	_	_	Nom	_	_	PROper
una	unus	Pos	_	_	_	_	_	_	ADV
cum	cum	_	_	_	_	_	_	2	PRE
beata	beatus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
Maria	Maria	_	Sing	_	_	Abl	_	_	NOMpro
Magdalena	Magdalene	_	Sing	_	_	Abl	_	_	NOMpro
duce	dux	_	Sing	_	_	Abl	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
