token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
dira	dirus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
furandi	furor	_	Sing	_	Ger|_|Dep	Gen	_	2	VER
primum	primum	Sup	_	_	_	_	_	_	ADJadv.ord
dehinc	dehinc	Pos	_	_	_	_	_	_	ADV
pereundi	pereo	_	Sing	_	Ger|_|Act	Gen	_	1	VER
necessitas	necessitas	_	Sing	_	_	Nom	_	_	NOMcom

est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
inquit	inquio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ille	ille	_	Sing	_	_	Nom	Masc	_	PROdem
satis	satis	Pos	_	_	_	Ind	_	1	ADJqua
hoc	hic	_	Sing	_	_	Nom	Neut	1	PROdem
prouisum	prouideo	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER

sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
artes	ars	_	Plur	_	_	Nom	_	_	NOMcom
mechanicae	mechanicus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
agricolatio	agricolatio	_	Sing	_	_	Nom	_	_	NOMcom
ex	ex	_	_	_	_	_	_	_	PRE
his	hic	_	Plur	_	_	Abl	Com	1	PROdem
tueri	tueor	_	_	_	Inf|Pres|Dep	_	_	_	VER
uitam	uita	_	Sing	_	_	Acc	_	_	NOMcom
liceat	licet	_	Sing	3	Sub|Pres|Act	_	_	1	VER
ni	ni	_	_	_	_	_	_	2	CONsub
sponte	spons	_	Sing	_	_	Abl	_	_	NOMcom
mali	malus	Pos	Plur	_	_	Nom	Masc	3	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
mallent	malo	_	Plur	3	Sub|Impa|Act	_	_	_	VER

at	at	_	_	_	_	_	_	2	CONcoo
non	non	_	_	_	_	_	_	_	ADVneg
sic	sic	Pos	_	_	_	_	_	_	ADV
euades	euado	_	Sing	2	Ind|Pres|Act	_	_	2	VER
inquam	inquio	_	Sing	1	Ind|Pres|Act	_	_	_	VER

nam	nam	_	_	_	_	_	_	_	CONcoo
primum	primum	Sup	_	_	_	_	_	_	ADJadv.ord
omittamus	omitto	_	Plur	1	Sub|Pres|Act	_	_	_	VER
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
saepe	saepe	Pos	_	_	_	_	_	_	ADV
uel	uel	_	_	_	_	_	_	2	CONcoo
ab	ab	_	_	_	_	_	_	_	PRE
externis	externus	Pos	Plur	_	_	Abl	Com	_	ADJqua
bellis	bellum	_	Plur	_	_	Abl	_	_	NOMcom
uel	uel	_	_	_	_	_	_	2	CONcoo
ciuilibus	ciuilis	Pos	Plur	_	_	Abl	Com	_	ADJqua
mutili	mutilus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
redeunt	redeo	_	Plur	3	Ind|Pres|Act	_	_	1	VER
domum	domus	_	Sing	_	_	Acc	_	_	NOMcom
ut	ut	_	_	_	_	_	_	1	ADVrel
nuper	nuper	Pos	_	_	_	_	_	_	ADV
apud	apud	_	_	_	_	_	_	_	PRE
uos	uos	_	Plur	_	_	Acc	_	_	PROper
e	ex	_	_	_	_	_	_	_	PRE
Cornubiensi	Cornubiensis	Pos	Sing	_	_	Abl	Com	_	ADJqua
proelio	proelium	_	Sing	_	_	Abl	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
non	non	_	_	_	_	_	_	_	ADVneg
ita	ita	Pos	_	_	_	_	_	_	ADV
pridem	pridem	Pos	_	_	_	_	_	_	ADV
e	ex	_	_	_	_	_	_	_	PRE
Gallico	Gallicus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
uel	uel	_	_	_	_	_	_	2	CONcoo
reipublicae	respublica	_	Sing	_	_	Dat	_	_	NOMcom
impendunt	impendo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
membra	membrum	_	Plur	_	_	Acc	_	_	NOMcom
uel	uel	_	_	_	_	_	_	2	CONcoo
regi	rex	_	Sing	_	_	Dat	_	_	NOMcom
quos	qui	_	Plur	_	_	Acc	Masc	1	PROrel
neque	neque	_	_	_	_	_	_	_	CONcoo
pristinas	pristinus	Pos	Plur	_	_	Acc	Fem	_	ADJqua
artes	ars	_	Plur	_	_	Acc	_	_	NOMcom
exercere	exerceo	_	_	_	Inf|Pres|Act	_	_	_	VER
debilitas	debilitas	_	Sing	_	_	Nom	_	_	NOMcom
patitur	patior	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
neque	neque	_	_	_	_	_	_	_	CONcoo
aetas	aetas	_	Sing	_	_	Nom	_	_	NOMcom
nouam	nouus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
discere	disco	_	_	_	Inf|Pres|Act	_	_	_	VER

hos	hic	_	Plur	_	_	Acc	Masc	1	PROdem
inquam	inquio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
omittamus	omitto	_	Plur	1	Sub|Pres|Act	_	_	_	VER
quando	quando	_	_	_	_	_	_	3	CONsub
bella	bellum	_	Plur	_	_	Nom	_	_	NOMcom
per	per	_	_	_	_	_	_	_	PRE
intermissas	intermitto	_	Plur	_	Par|Perf|Pass	Acc	Fem	_	VER
uices	uicis	_	Plur	_	_	Acc	_	_	NOMcom
commeant	commeo	_	Plur	3	Ind|Pres|Act	_	_	_	VER

ea	is	_	Plur	_	_	Acc	Neut	_	PROdem
contemplemur	contemplor	_	Plur	1	Sub|Pres|Dep	_	_	_	VER
quae	qui	_	Plur	_	_	Nom	Neut	1	PROrel
nullo	nullus	_	Sing	_	_	Abl	MascNeut	_	PROind
die	dies	_	Sing	_	_	Abl	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
accidunt	accido	_	Plur	3	Ind|Pres|Act	_	_	1	VER

tantus	tantus	_	Sing	_	_	Nom	Masc	_	PROdem
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ergo	ergo	_	_	_	_	_	_	2	CONcoo
nobilium	nobilis	_	Plur	_	_	Gen	_	1	NOMcom
numerus	numerus	_	Sing	_	_	Nom	_	_	NOMcom
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
non	non	_	_	_	_	_	_	_	ADVneg
ipsi	ipse	_	Plur	_	_	Nom	Masc	_	PROdem
modo	modo	Pos	_	_	_	_	_	1	ADV
degant	dego	_	Plur	3	Sub|Pres|Act	_	_	_	VER
otiosi	otiosus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
tamquam	tamquam	_	_	_	_	_	_	1	ADVrel
fuci	fucus	_	Plur	_	_	Nom	_	1	NOMcom
laboribus	labor	_	Plur	_	_	Abl	_	1	NOMcom
aliorum	alius	_	Plur	_	_	Gen	MascNeut	_	PROind
quos	qui	_	Plur	_	_	Acc	Masc	1	PROrel
puta	puto	_	Sing	2	Imp|Pres|Act	_	_	_	VER
suorum	suus	_	Plur	_	_	Gen	MascNeut	_	PROpos.ref
praediorum	praedium	_	Plur	_	_	Gen	_	_	NOMcom
colonos	colonus	_	Plur	_	_	Acc	_	1	NOMcom
augendis	augeo	_	Plur	_	Adj|_|Pass	Abl	Com	_	VER
reditibus	reditus	_	Plur	_	_	Abl	_	_	NOMcom
ad	ad	_	_	_	_	_	_	2	PRE
uiuum	uiuum	_	Sing	_	_	Acc	_	_	NOMcom
usque	usque	Pos	_	_	_	_	_	_	ADV
radunt	rado	_	Plur	3	Ind|Pres|Act	_	_	_	VER

nam	nam	_	_	_	_	_	_	_	CONcoo
eam	is	_	Sing	_	_	Acc	Fem	_	PROdem
solam	solus	_	Sing	_	_	Acc	Fem	_	PROind
frugalitatem	frugalitas	_	Sing	_	_	Acc	_	_	NOMcom
nouere	nosco	_	Plur	3	Ind|Perf|Act	_	_	_	VER
homines	homo	_	Plur	_	_	Nom	_	_	NOMcom
alioquin	alioqui	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
mendicitatem	mendicitas	_	Sing	_	_	Acc	_	_	NOMcom
usque	usque	Pos	_	_	_	_	_	_	ADV
prodigi	prodigus	Pos	Plur	_	_	Nom	Masc	_	ADJqua

uerum	uerum	_	_	_	_	_	_	4	CONcoo
immensam	immensus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
quoque	quoque	Pos	_	_	_	_	_	_	ADV
otiosorum	otiosus	Pos	Plur	_	_	Gen	MascNeut	_	ADJqua
stipatorum	stipator	_	Plur	_	_	Gen	_	_	NOMcom
turbam	turba	_	Sing	_	_	Acc	_	_	NOMcom
circumferunt	circumfero	_	Plur	3	Ind|Pres|Act	_	_	_	VER
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
nullam	nullus	_	Sing	_	_	Acc	Fem	_	PROind
umquam	umquam	Pos	_	_	_	_	_	_	ADV
quaerendi	quaero	_	Sing	_	Adj|_|Pass	Gen	MascNeut	_	VER
uictus	uictus	_	Sing	_	_	Gen	_	_	NOMcom
artem	ars	_	Sing	_	_	Acc	_	_	NOMcom
didicere	disco	_	Plur	3	Ind|Perf|Act	_	_	_	VER

hi	hic	_	Plur	_	_	Nom	Masc	1	PROdem
simul	simul	Pos	_	_	_	_	_	1	ADV
atque	atque	_	_	_	_	_	_	1	CONcoo
herus	herus	_	Sing	_	_	Nom	_	_	NOMcom
obierit	obeo	_	Sing	3	Sub|Perf|Act	_	_	1	VER
aut	aut	_	_	_	_	_	_	_	CONcoo
ipsi	ipse	_	Plur	_	_	Nom	Masc	_	PROdem
aegrotauerint	aegroto	_	Plur	3	Sub|Perf|Act	_	_	_	VER
eiiciuntur	eicio	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
ilico	illico	Pos	_	_	_	_	_	_	ADV

nam	nam	_	_	_	_	_	_	_	CONcoo
et	et	_	_	_	_	_	_	2	CONcoo
otiosos	otiosus	Pos	Plur	_	_	Acc	Masc	_	ADJqua
libentius	libenter	Comp	_	_	_	_	_	_	ADV
quam	quam	_	_	_	_	_	_	1	ADVrel
aegrotos	aegrotus	Pos	Plur	_	_	Acc	Masc	_	NOMcom
alunt	alo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
saepe	saepe	Pos	_	_	_	_	_	_	ADV
morientis	morior	_	Sing	_	Par|Pres|Dep	Gen	Com	_	VER
heres	heres	_	Sing	_	_	Nom	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
protinus	protinus	Pos	_	_	_	_	_	_	ADV
alendae	alo	_	Sing	_	Adj|_|Pass	Dat	Fem	_	VER
sufficit	sufficio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
paternae	paternus	Pos	Sing	_	_	Dat	Fem	_	ADJqua
familiae	familia	_	Sing	_	_	Dat	_	_	NOMcom

interim	interim	Pos	_	_	_	_	_	_	ADV
illi	ille	_	Plur	_	_	Nom	Masc	_	PROdem
esuriunt	esurio	_	Plur	3	Ind|Pres|Act	_	_	2	VER
strenue	strenue	Pos	_	_	_	_	_	_	ADV
nisi	nisi	_	_	_	_	_	_	_	CONsub
strenue	strenue	Pos	_	_	_	_	_	_	ADV
latrocinentur	latrocinor	_	Plur	3	Sub|Pres|Dep	_	_	_	VER

nam	nam	_	_	_	_	_	_	_	CONcoo
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
faciant	facio	_	Plur	3	Sub|Pres|Act	_	_	_	VER

siquidem	siquidem	_	_	_	_	_	_	_	CONsub
ubi	ubi	_	_	_	_	_	_	3	CONsub
errando	erro	_	Sing	_	Ger|_|Act	Abl	_	2	VER
paululum	paululum	Pos	_	_	_	_	_	2	ADV
uestes	uestis	_	Plur	_	_	Acc	_	_	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
ualetudinem	ualetudo	_	Sing	_	_	Acc	_	_	NOMcom
attriuere	attero	_	Plur	3	Ind|Perf|Act	_	_	_	VER
morbo	morbus	_	Sing	_	_	Abl	_	_	NOMcom
iam	iam	Pos	_	_	_	_	_	_	ADV
squalidos	squalidus	Pos	Plur	_	_	Acc	Masc	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
obsitos	obsero	_	Plur	_	Par|Perf|Pass	Acc	Masc	3	VER
pannis	pannus	_	Plur	_	_	Abl	_	_	NOMcom
neque	neque	_	_	_	_	_	_	_	CONcoo
generosi	generosus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
dignantur	dignor	_	Plur	3	Ind|Pres|Dep	_	_	_	VER
accipere	accipio	_	_	_	Inf|Pres|Act	_	_	_	VER
neque	neque	_	_	_	_	_	_	_	CONcoo
audent	audeo	_	Plur	3	Ind|Pres|SemDep	_	_	_	VER
rustici	rusticus	_	Plur	_	_	Nom	_	1	NOMcom

non	non	_	_	_	_	_	_	_	ADVneg
ignari	ignarus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
eum	is	_	Sing	_	_	Acc	Masc	_	PROdem
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
molliter	molliter	Pos	_	_	_	_	_	_	ADV
educatus	educo	_	Sing	_	Par|Perf|Pass	Nom	Masc	1	VER
in	in	_	_	_	_	_	_	_	PRE
otio	otium	_	Sing	_	_	Abl	_	_	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
deliciis	delicia	_	Plur	_	_	Abl	_	1	NOMcom
solitus	soleo	_	Sing	_	Par|Perf|SemDep	Nom	Masc	_	ADJqua
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
accinctus	accingo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	ADJqua
acinace	acinaces	_	Sing	_	_	Abl	_	_	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
cetra	cetra	_	Sing	_	_	Abl	_	_	NOMcom
totam	totus	_	Sing	_	_	Acc	Fem	_	PROind
uiciniam	uicinia	_	Sing	_	_	Acc	_	_	NOMcom
uultu	uultus	_	Sing	_	_	Abl	_	_	NOMcom
nebulonico	nebulonicus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
despicere	despicio	_	_	_	Inf|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
contemnere	contemno	_	_	_	Inf|Pres|Act	_	_	_	VER
omnes	omnis	_	Plur	_	_	Acc	MascFem	_	PROind
prae	prae	_	_	_	_	_	_	2	PRE
se	sui	_	Sing	_	_	Abl	_	1	PROref
haudquaquam	haudquaquam	_	_	_	_	_	_	_	ADVneg
idoneum	idoneus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
fore	sum	_	_	_	Inf|Fut|Act	_	_	1	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
cum	cum	_	_	_	_	_	_	2	PRE
ligone	ligo	_	Sing	_	_	Abl	_	1	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
marra	marra	_	Sing	_	_	Abl	_	_	NOMcom
maligna	malignus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
mercede	merces	_	Sing	_	_	Abl	_	_	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
uictu	uictus	_	Sing	_	_	Abl	_	_	NOMcom
parco	parcus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
fideliter	fideliter	Pos	_	_	_	_	_	_	ADV
inseruiat	inseruio	_	Sing	3	Sub|Pres|Act	_	_	_	VER
pauperi	pauper	Pos	Sing	_	_	Dat	Com	_	ADJqua

ad	ad	_	_	_	_	_	_	2	PRE
haec	hic	_	Plur	_	_	Acc	Neut	1	PROdem
ille	ille	_	Sing	_	_	Nom	Masc	_	PROdem
atqui	atqui	_	_	_	_	_	_	_	CONcoo
nobis	nos	_	Plur	_	_	Dat	_	_	PROper
inquit	inquio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
hoc	hic	_	Sing	_	_	Nom	Neut	1	PROdem
hominum	homo	_	Plur	_	_	Gen	_	_	NOMcom
genus	genus	_	Sing	_	_	Nom	_	1	NOMcom
in	in	_	_	_	_	_	_	_	PRE
primis	primus	Sup	Plur	_	_	Abl	Com	_	ADJord
fouendum	foueo	_	Sing	_	Adj|_|Pass	Nom	Neut	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER

in	in	_	_	_	_	_	_	_	PRE
his	hic	_	Plur	_	_	Abl	Com	1	PROdem
enim	enim	_	_	_	_	_	_	2	CONcoo
utpote	utpote	Pos	_	_	_	_	_	_	ADV
hominibus	homo	_	Plur	_	_	Abl	_	_	NOMcom
animi	animus	_	Sing	_	_	Gen	_	_	NOMcom
magis	magis	Comp	_	_	_	_	_	2	ADV
excelsi	excelsus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
ac	ac	_	_	_	_	_	_	1	CONcoo
generosioris	generosus	Comp	Sing	_	_	Gen	Com	_	ADJqua
quam	quam	_	_	_	_	_	_	1	ADVrel
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
opifices	opifex	_	Plur	_	_	Nom	_	_	NOMcom
aut	aut	_	_	_	_	_	_	_	CONcoo
agricolae	agricola	_	Plur	_	_	Nom	_	_	NOMcom
consistunt	consisto	_	Plur	3	Ind|Pres|Act	_	_	_	VER
uires	uis	_	Plur	_	_	Nom	_	_	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
robur	robur	_	Sing	_	_	Nom	_	_	NOMcom
exercitus	exercitus	_	Sing	_	_	Gen	_	1	NOMcom
si	si	_	_	_	_	_	_	2	CONsub
quando	quando	Pos	_	_	_	_	_	1	ADV
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
confligendum	confligo	_	Sing	_	Adj|_|Pass	Nom	Neut	_	VER
bello	bellum	_	Sing	_	_	Dat	_	_	NOMcom

profecto	profecto	Pos	_	_	_	_	_	_	ADV
inquam	inquio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
ego	ego	_	Sing	_	_	Nom	_	_	PROper
eadem	idem	_	Plur	_	_	Abl	Neut	_	PROdem
opera	opus	_	Plur	_	_	Acc	_	1	NOMcom
dicas	dico	_	Sing	2	Sub|Pres|Act	_	_	2	VER
licet	licet	Pos	_	_	_	_	_	2	ADV
belli	bellum	_	Sing	_	_	Gen	_	_	NOMcom
gratia	gratia	_	Sing	_	_	Abl	_	_	NOMcom
fouendos	foueo	_	Plur	_	Adj|_|Pass	Acc	Masc	_	VER
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
fures	fur	_	Plur	_	_	Acc	_	_	NOMcom
quibus	qui	_	Plur	_	_	Abl	Com	1	PROrel
haud	haud	_	_	_	_	_	_	_	ADVneg
dubie	dubie	Pos	_	_	_	_	_	_	ADV
numquam	numquam	_	_	_	_	_	_	_	ADVneg
carebitis	careo	_	Plur	2	Ind|Fut|Act	_	_	_	VER
dum	dum	_	_	_	_	_	_	2	CONsub
habebitis	habeo	_	Plur	2	Ind|Fut|Act	_	_	_	VER
hos	hic	_	Plur	_	_	Acc	Masc	1	PROdem

quin	quin	Pos	_	_	_	_	_	1	ADV
neque	neque	_	_	_	_	_	_	_	CONcoo
latrones	latro	_	Plur	_	_	Nom	_	1	NOMcom
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
instrenui	instrenuus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
milites	miles	_	Plur	_	_	Nom	_	_	NOMcom
neque	neque	_	_	_	_	_	_	_	CONcoo
milites	miles	_	Plur	_	_	Nom	_	_	NOMcom
ignauissimi	ignauus	Sup	Plur	_	_	Nom	Masc	2	ADJqua
latronum	latro	_	Plur	_	_	Gen	_	1	NOMcom
adeo	adeo	Pos	_	_	_	_	_	2	ADV
inter	inter	_	_	_	_	_	_	_	PRE
has	hic	_	Plur	_	_	Acc	Fem	1	PROdem
artes	ars	_	Plur	_	_	Acc	_	_	NOMcom
belle	belle	Pos	_	_	_	_	_	_	ADV
conuenit	conuenio	_	Sing	3	Ind|Pres|Act	_	_	_	VER

at	at	_	_	_	_	_	_	2	CONcoo
hoc	hic	_	Sing	_	_	Nom	Neut	1	PROdem
uitium	uitium	_	Sing	_	_	Nom	_	_	NOMcom
tamen	tamen	Pos	_	_	_	_	_	_	ADV
frequens	frequens	Pos	Sing	_	_	Nom	Com	_	ADJqua
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
uobis	uos	_	Plur	_	_	Dat	_	_	PROper
non	non	_	_	_	_	_	_	_	ADVneg
proprium	proprius	Pos	Sing	_	_	Nom	Neut	_	ADJqua

est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
enim	enim	_	_	_	_	_	_	2	CONcoo
omnium	omnis	_	Plur	_	_	Gen	Com	_	PROind
fere	fere	Pos	_	_	_	_	_	_	ADV
gentium	gens	_	Plur	_	_	Gen	_	_	NOMcom
commune	communis	Pos	Sing	_	_	Nom	Neut	_	ADJqua

nam	nam	_	_	_	_	_	_	_	CONcoo
Gallias	Gallia	_	Plur	_	_	Acc	_	_	NOMpro
infestat	infesto	_	Sing	3	Ind|Pres|Act	_	_	_	VER
alia	alius	_	Sing	_	_	Nom	Fem	_	PROind
praeterea	praeterea	Pos	_	_	_	_	_	_	ADV
pestis	pestis	_	Sing	_	_	Nom	_	_	NOMcom
pestilentior	pestilens	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
tota	totus	_	Sing	_	_	Nom	Fem	_	PROind
patria	patria	_	Sing	_	_	Nom	_	_	NOMcom
stipendiariis	stipendiarius	Pos	Plur	_	_	Abl	Com	2	ADJqua
in	in	_	_	_	_	_	_	_	PRE
pace	pax	_	Sing	_	_	Abl	_	_	NOMcom
quoque	quoque	Pos	_	_	_	_	_	_	ADV
si	si	_	_	_	_	_	_	2	CONsub
illa	ille	_	Sing	_	_	Nom	Fem	_	PROdem
pax	pax	_	Sing	_	_	Nom	_	_	NOMcom
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
oppleta	oppleo	_	Sing	_	Par|Perf|Pass	Nom	Fem	_	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
obsessa	obsideo	_	Sing	_	Par|Perf|Pass	Nom	Fem	_	VER
militibus	miles	_	Plur	_	_	Abl	_	_	NOMcom
eadem	idem	_	Sing	_	_	Abl	Fem	_	PROdem
persuasione	persuasio	_	Sing	_	_	Abl	_	_	NOMcom
inductis	induco	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
qua	qui	_	Sing	_	_	Abl	Fem	1	PROrel
uos	uos	_	Plur	_	_	Nom	_	_	PROper
otiosos	otiosus	Pos	Plur	_	_	Acc	Masc	_	ADJqua
hic	hic	Pos	_	_	_	_	_	2	ADV
ministros	minister	_	Plur	_	_	Acc	_	1	NOMcom
alendos	alo	_	Plur	_	Adj|_|Pass	Acc	Masc	_	VER
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
censuistis	censeo	_	Plur	2	Ind|Perf|Act	_	_	_	VER

nempe	nempe	Pos	_	_	_	_	_	_	ADV
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
Morosophis	morosophus	_	Plur	_	_	Abl	_	_	NOMcom
uisum	uideo	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
in	in	_	_	_	_	_	_	_	PRE
eo	is	_	Sing	_	_	Abl	MascNeut	_	PROdem
sitam	situs	Pos	Sing	_	_	Acc	Fem	2	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
publicam	publicus	Pos	Sing	_	_	Acc	Fem	2	ADJqua
salutem	salus	_	Sing	_	_	Acc	_	_	NOMcom
si	si	_	_	_	_	_	_	2	CONsub
in	in	_	_	_	_	_	_	_	PRE
promptu	promptus	_	Sing	_	_	Abl	_	1	NOMcom
semper	semper	Pos	_	_	_	_	_	_	ADV
adsit	assum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
ualidum	ualidus	Pos	Sing	_	_	Nom	Neut	_	ADJqua
firmumque	firmus界que	Pos	Sing	_	_	Nom	Neut	_	ADJqua
praesidium	praesidium	_	Sing	_	_	Nom	_	_	NOMcom
maxime	magis	Sup	_	_	_	_	_	2	ADV
ueteranorum	ueteranus	_	Plur	_	_	Gen	_	1	NOMcom

neque	neque	_	_	_	_	_	_	_	CONcoo
enim	enim	_	_	_	_	_	_	2	CONcoo
confidunt	confido	_	Plur	3	Ind|Pres|SemDep	_	_	_	VER
inexercitatis	inexercitatus	Pos	Plur	_	_	Dat	Com	_	ADJqua
quicquam	quisquam	_	Sing	_	_	Acc	Neut	_	PROind
ut	ut	_	_	_	_	_	_	4	CONsub
uel	uel	Pos	_	_	_	_	_	1	ADV
ideo	ideo	Pos	_	_	_	_	_	_	ADV
quaerendum	quaero	_	Sing	_	Adj|_|Pass	Nom	Neut	_	VER
eis	is	_	Plur	_	_	Dat	Com	_	PROdem
bellum	bellum	_	Sing	_	_	Nom	_	_	NOMcom
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
ne	ne	_	_	_	_	_	_	4	CONsub
imperitos	imperitus	Pos	Plur	_	_	Acc	Masc	_	ADJqua
habeant	habeo	_	Plur	3	Sub|Pres|Act	_	_	_	VER
milites	miles	_	Plur	_	_	Nom	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
homines	homo	_	Plur	_	_	Nom	_	_	NOMcom
iugulandi	iugulo	_	Sing	_	Adj|_|Pass	Gen	MascNeut	_	VER
gratis	gratia	_	Plur	_	_	Abl	_	_	NOMcom
ne	ne	_	_	_	_	_	_	4	CONsub
ut	ut	_	_	_	_	_	_	1	ADVrel
habet	habeo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
facete	facete	Pos	_	_	_	_	_	_	ADV
Sallustius	Sallustius	_	Sing	_	_	Nom	_	_	NOMpro
manus	manus	_	Sing	_	_	Nom	_	1	NOMcom
aut	aut	_	_	_	_	_	_	_	CONcoo
animus	animus	_	Sing	_	_	Nom	_	_	NOMcom
incipiat	incipio	_	Sing	3	Sub|Pres|Act	_	_	_	VER
per	per	_	_	_	_	_	_	_	PRE
otium	otium	_	Sing	_	_	Acc	_	_	NOMcom
torpescere	torpesco	_	_	_	Inf|Pres|Act	_	_	_	VER

at	at	_	_	_	_	_	_	2	CONcoo
quam	quam	_	_	_	_	_	_	2	ADVint
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
perniciosum	perniciosus	Pos	Sing	_	_	Nom	Neut	_	ADJqua
huiusmodi	huiusmodi	Pos	_	_	_	_	_	_	ADV
beluas	bellua	_	Plur	_	_	Acc	_	_	NOMcom
alere	alo	_	_	_	Inf|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
Gallia	Gallia	_	Sing	_	_	Nom	_	_	NOMpro
suo	suus	_	Sing	_	_	Abl	MascNeut	_	PROpos.ref
malo	malum	_	Sing	_	_	Abl	_	1	NOMcom
didicit	disco	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
Romanorum	Romani	_	Plur	_	_	Gen	_	_	NOMpro
Carthaginensium	Carthaginenses	_	Plur	_	_	Gen	_	_	NOMpro
ac	ac	_	_	_	_	_	_	1	CONcoo
Syrorum	Syri	_	Plur	_	_	Gen	_	_	NOMpro
tum	tum	Pos	_	_	_	_	_	_	ADV
multarum	multus	Pos	Plur	_	_	Gen	Fem	_	ADJqua
gentium	gens	_	Plur	_	_	Gen	_	_	NOMcom
exempla	exemplum	_	Plur	_	_	Acc	_	_	NOMcom
